0,1
1.14089334246e+16,-4.03679373736e+16
3.6519999705e+17,1.2411671721e+17
-2.83905791833e+17,2.52608114933e+17
1.54431669834e+17,-1.19120156451e+17
-1.70742948449e+17,9.91366303083e+16
-3.00989469101e+17,1.83707661717e+17
1.71859306413e+17,-1.29519284728e+16
1.14929465975e+17,-1.74623026493e+16
4.5362377265e+17,-9.01509573229e+16
-1.11735408939e+17,9.65037622625e+16
1.85614676842e+17,-9.16555320373e+16
2.07628389507e+17,-1.20977151191e+16
7.08937467267e+16,-3.63730170401e+16
3.59723941865e+17,-1.53476231438e+16
2.4648390611e+17,-1.382509604e+17
1.84487780052e+17,-1.17273393961e+17
-8.48327414888e+16,2.06690880305e+17
7.13410122481e+16,-2.02766129197e+15
8.65153779647e+16,-5.6385498343e+16
1.46217355161e+18,-1.92278934396e+17
1.3660262956e+17,-8.29798648702e+16
6.11991546997e+16,-2.70556637113e+17
1.24025644143e+17,-6.80991003791e+17
2.08582631359e+16,2.00323023348e+16
-1.51867971666e+16,-7.08059895257e+16
1.85498381438e+17,-1.16106610627e+17
1.60661903101e+16,1.86737517359e+16
4.83200703818e+17,-2.82014757143e+17
1.09525879079e+16,-5.92442512232e+16
3.14151192263e+17,-3.91561444949e+17
2.50106077806e+17,-4.73511615442e+17
1.0823503345e+17,-1.40356941519e+17
4.38983979968e+17,-5.16218794215e+16
1.92377710384e+17,-9.36441170466e+16
4.93367419834e+16,-6.58444257074e+15
-1.19882835786e+17,6.36550060446e+16
1.2953665698e+17,-2.40777424599e+17
1.52161044404e+17,-9.49463230583e+16
7.96502114353e+16,-3.32234313858e+16
1.0027318324e+17,-4.29722813457e+16
3.78623893527e+16,3.04903080408e+16
2.90738264407e+17,-1.81302522258e+17
3.82137417981e+16,-3.34052808874e+17
1.48896617938e+17,-1.34463198908e+17
1.39653024658e+17,-2.73697833431e+16
6.67486117796e+17,4.04465935351e+17
1.31167001331e+17,2.81382377192e+17
5.55831361778e+16,-5.05787118646e+16
-8.33980201474e+16,1.36517149087e+16
3.77221366927e+16,-5.09482522916e+16
8.45322837191e+16,-6.71559599722e+16
8.84593617585e+16,-2.09754603391e+16
9.45324215501e+16,-4.08765638783e+16
-3.02437697086e+16,-2.06888161472e+17
1.37119736128e+17,-8.79727343681e+15
3.42818215158e+17,1.37035450259e+17
2.88315014975e+17,4.8307150761e+17
1.43656818848e+17,-7.15577380389e+16
6.64150599011e+16,-3.33848728851e+15
2.09514255302e+17,-5.68378978679e+16
3.05657085937e+16,-6.76747223705e+16
-2.98947446208e+16,-2.02060634156e+16
3.36855659091e+17,-2.00526528258e+17
6.32308470165e+17,-6.64005707933e+16
-8.17695342743e+16,6.63189049298e+16
1.58350627594e+18,-1.29749553312e+17
1.49090373713e+17,1.04323543553e+17
2.71772904551e+17,-3.22320636004e+17
1.53529447123e+17,-6.94997804542e+16
8.46157472298e+17,-2.57590292656e+17
2.35823586409e+17,-7.67608698029e+16
-9.71863288915e+16,-1.94982033354e+15
-3.51637842028e+16,-2.28575278878e+17
1.02950483593e+17,4.77861639652e+15
1.07509641896e+17,-6.0415071738e+16
6.53311784095e+17,-2.41085080334e+17
3.97406524823e+17,-4.95594018941e+16
1.44837468468e+17,1.67099401616e+15
3.12047012757e+17,-6.96252237587e+16
2.57976577755e+17,-2.84476760782e+17
-1.54475960559e+17,3.16266921862e+18
9.4841195089e+16,-2.51872251999e+17
2.9879004384e+17,-1.72067002318e+17
2.50846164994e+16,3.1294448176e+17
8.65942194975e+16,-3.10259541255e+16
1.01453356001e+17,-1.11245319021e+17
3.54325225518e+16,8.17997370095e+15
2.64090011293e+17,1.26552415208e+17
1.16576826731e+17,-3.0415133835e+16
1.13393869833e+18,-6.47599486381e+16
1.39314505921e+18,-1.06264790883e+17
2.61225161928e+17,6.1979887442e+16
4.03334214496e+17,8.66694782568e+16
5.76958210519e+16,2.44324350282e+16
1.92681847054e+17,-3.5968233849e+15
3.08489296301e+18,-2.56032849348e+18
5.82608751875e+16,-7.95689541079e+16
1.39674496067e+17,1.8254020943e+16
6.62941983747e+16,-1.09056030792e+16
1.20407404791e+18,-5.19218690466e+17
1.36207939031e+17,-5.75009590054e+16
2.86124320267e+17,1.66326602751e+17
-1.46971573413e+17,1.00351844728e+17
1.05311827932e+19,4.5758555287e+18
-1.28193365044e+17,7.77379208414e+16
-8.09903243278e+16,-5.84495174785e+15
9.79844643382e+16,-7.38833819226e+16
-5.06105695387e+16,2.14206461902e+16
-1.45591341547e+17,5.33440248203e+16
8.39983619192e+16,2.15030836089e+16
1.56471638773e+17,-1.05012267091e+17
1.02279022622e+16,-9.93860053266e+16
1.19914522391e+17,-3.28359231628e+16
1.31403299678e+17,-3.08223756965e+16
4.41119794357e+16,-4.45744677708e+16
5.98456571907e+17,-1.84047127903e+17
-3.95738305587e+16,1.52411769646e+17
1.53472306136e+17,-7.65718351896e+16
9.41124926639e+16,-1.1546262549e+17
-1.19973962763e+17,1.47354040073e+17
1.91864780577e+17,-1.93440557636e+17
8.75127458131e+16,-5.13852351626e+15
8.20771749e+17,4.8587012265e+17
1.68951626171e+17,-3.36721999994e+16
3.46232896056e+17,-1.72702123878e+17
2.22456372192e+17,-3.90590687224e+16
2.80211440259e+17,-4.93080618914e+17
-1.29071890048e+17,4.134031243e+15
2.69404363519e+17,-1.1366866604e+16
2.03703125808e+17,-4.3979212267e+16
